Date,Open,High,Low,Close,Adj Close,Volume
2016.2.29,1947.130005,2009.130005,1931.810059,1999.98999,1999.98999,25206170000
2016.3.7,1996.109985,2022.369995,1969.25,2022.189941,2022.189941,22103360000
2016.3.14,2019.27002,2052.360107,2005.22998,2049.580078,2049.580078,22138770000
2016.3.21,2047.880005,2056.600098,2022.48999,2035.939941,2035.939941,13842290000
2016.3.28,2037.890015,2075.070068,2028.310059,2072.780029,2072.780029,17687000000
2016.4.4,2073.189941,2074.02002,2033.800049,2047.599976,2047.599976,18552210000
2016.4.11,2050.22998,2087.840088,2039.73999,2080.72998,2080.72998,19466730000
2016.4.18,2078.830078,2111.050049,2073.649902,2091.580078,2091.580078,19364460000
2016.4.25,2089.370117,2099.889893,2052.280029,2065.300049,2065.300049,19991600000
2016.5.2,2067.169922,2083.419922,2039.449951,2057.139893,2057.139893,19877940000
2016.5.9,2057.550049,2084.870117,2043.130005,2046.609985,2046.609985,18573070000
2016.5.16,2046.530029,2071.879883,2025.910034,2052.320068,2052.320068,19066060000
2016.5.23,2052.22998,2099.060059,2047.26001,2099.060059,2099.060059,16852120000
2016.5.30,2100.129883,2105.26001,2085.100098,2099.129883,2099.129883,15300080000
2016.6.6,2100.830078,2120.550049,2089.959961,2096.070068,2096.070068,17344140000
2016.6.13,2091.75,2098.120117,2050.370117,2071.219971,2071.219971,19277430000
2016.6.20,2075.580078,2113.320068,2032.569946,2037.410034,2037.410034,20763870000
2016.6.27,2031.449951,2108.709961,1991.680054,2102.949951,2102.949951,22140480000
2016.7.4,2095.050049,2131.709961,2074.02002,2129.899902,2129.899902,14779810000
2016.7.11,2131.719971,2169.050049,2131.719971,2161.73999,2161.73999,17441690000
2016.7.18,2162.040039,2175.629883,2159.01001,2175.030029,2175.030029,15651690000
2016.7.25,2173.709961,2177.090088,2159.070068,2173.600098,2173.600098,18198170000
2016.8.1,2173.149902,2182.870117,2147.580078,2182.870117,2182.870117,18513540000
2016.8.8,2183.76001,2188.449951,2172,2184.050049,2184.050049,16340620000
2016.8.15,2186.080078,2193.810059,2168.5,2183.870117,2183.870117,16049210000
2016.8.22,2181.580078,2193.419922,2160.389893,2169.040039,2169.040039,15278970000
2016.8.29,2170.189941,2184.870117,2157.090088,2179.97998,2179.97998,15911210000
2016.9.5,2181.610107,2187.870117,2127.810059,2127.810059,2127.810059,14728870000
2016.9.12,2120.860107,2163.300049,2119.120117,2139.159912,2139.159912,20204330000
2016.9.19,2143.98999,2179.98999,2135.909912,2164.689941,2164.689941,16885840000
2016.9.26,2158.540039,2175.300049,2141.550049,2168.27002,2168.27002,18967960000
2016.10.3,2164.330078,2165.860107,2144.01001,2153.73999,2153.73999,17876430000
2016.10.10,2160.389893,2169.600098,2114.719971,2132.97998,2132.97998,16140520000
2016.10.17,2132.949951,2148.439941,2124.429932,2141.159912,2141.159912,16149080000
2016.10.24,2148.5,2154.790039,2119.360107,2126.409912,2126.409912,19108200000
2016.10.31,2129.780029,2133.25,2083.790039,2085.179932,2085.179932,20427740000
2016.11.7,2100.590088,2182.300049,2100.590088,2164.449951,2164.449951,25356830000
2016.11.14,2165.639893,2189.889893,2156.080078,2181.899902,2181.899902,21123210000
2016.11.21,2186.429932,2213.350098,2186.429932,2213.350098,2213.350098,12568190000
2016.11.28,2210.209961,2214.100098,2187.439941,2191.949951,2191.949951,21589430000
2016.12.5,2200.649902,2259.800049,2199.969971,2259.530029,2259.530029,20337430000
2016.12.12,2258.830078,2277.530029,2248.439941,2258.070068,2258.070068,22387610000
2016.12.19,2259.23999,2272.560059,2256.080078,2263.790039,2263.790039,14296250000
2016.12.26,2266.22998,2273.820068,2233.620117,2238.830078,2238.830078,9386710000
2017.1.2,2251.570068,2282.100098,2245.129883,2276.97998,2276.97998,14637130000
2017.1.9,2273.590088,2279.27002,2254.25,2274.639893,2274.639893,17020210000
2017.1.16,2269.139893,2276.959961,2258.409912,2271.310059,2271.310059,13591180000
2017.1.23,2267.780029,2300.98999,2257.02002,2294.689941,2294.689941,17555940000
2017.1.30,2286.01001,2298.310059,2267.209961,2297.419922,2297.419922,19001010000
2017.2.6,2294.280029,2319.22998,2285.379883,2316.100098,2316.100098,17320440000
2017.2.13,2321.719971,2351.310059,2321.419922,2351.159912,2351.159912,17831660000
2017.2.20,2354.909912,2368.26001,2352.870117,2367.340088,2367.340088,14895280000
2017.2.27,2365.22998,2400.97998,2358.959961,2383.120117,2383.120117,19514510000
2017.3.6,2375.22998,2378.800049,2354.540039,2372.600098,2372.600098,17712480000
2017.3.13,2371.560059,2390.01001,2358.179932,2378.25,2378.25,18757070000
2017.3.20,2378.23999,2381.929932,2335.73999,2343.97998,2343.97998,17128980000
2017.3.27,2329.110107,2370.419922,2322.25,2362.719971,2362.719971,16227480000
2017.4.3,2362.340088,2378.360107,2344.72998,2355.540039,2355.540039,16648230000
2017.4.10,2357.159912,2366.370117,2328.949951,2328.949951,2328.949951,12243670000
2017.4.17,2332.620117,2361.370117,2332.51001,2348.689941,2348.689941,16765230000
2017.4.24,2370.330078,2398.159912,2369.189941,2384.199951,2384.199951,19608540000
2017.5.1,2388.5,2399.290039,2379.75,2399.290039,2399.290039,18809590000
2017.5.8,2399.939941,2403.870117,2381.73999,2390.899902,2390.899902,17759610000
2017.5.15,2393.97998,2405.77002,2352.719971,2381.72998,2381.72998,19201970000
2017.5.22,2387.209961,2418.709961,2386.919922,2415.820068,2415.820068,16116730000
2017.5.29,2411.669922,2440.22998,2403.590088,2439.070068,2439.070068,15038090000
2017.6.5,2437.830078,2446.199951,2415.699951,2431.77002,2431.77002,17598940000
2017.6.12,2425.879883,2443.75,2418.530029,2433.149902,2433.149902,19496610000
2017.6.19,2442.550049,2453.820068,2430.73999,2438.300049,2438.300049,19022570000
2017.6.26,2443.320068,2450.419922,2405.699951,2423.409912,2423.409912,17565550000
2017.7.3,2431.389893,2439.169922,2407.699951,2425.179932,2425.179932,11595360000
2017.7.10,2424.51001,2463.540039,2412.790039,2459.27002,2459.27002,15081810000
2017.7.17,2459.5,2477.620117,2450.340088,2472.540039,2472.540039,15057410000
2017.7.24,2472.040039,2484.040039,2459.929932,2472.100098,2472.100098,17965610000
2017.7.31,2475.939941,2480.379883,2466.47998,2476.830078,2476.830078,17288810000
2017.8.7,2477.139893,2490.870117,2437.75,2441.320068,2441.320068,16365480000
2017.8.14,2454.959961,2474.929932,2420.689941,2425.550049,2425.550049,15247600000
2017.8.21,2425.5,2454.77002,2417.350098,2443.050049,2443.050049,13786300000
2017.8.28,2447.350098,2480.379883,2428.199951,2476.550049,2476.550049,14107780000
2017.9.4,2470.350098,2471.969971,2446.550049,2461.429932,2461.429932,13521090000
2017.9.11,2474.52002,2500.22998,2474.52002,2500.22998,2500.22998,18158360000
2017.9.18,2502.51001,2508.850098,2496.540039,2502.219971,2502.219971,15770230000
2017.9.25,2499.389893,2519.439941,2488.030029,2519.360107,2519.360107,16177570000
2017.10.2,2521.199951,2552.51001,2520.399902,2549.330078,2549.330078,15215390000
2017.10.9,2551.389893,2557.649902,2541.600098,2553.169922,2553.169922,14721510000
2017.10.16,2555.570068,2575.439941,2547.919922,2575.209961,2575.209961,15178860000
2017.10.23,2578.080078,2582.97998,2544,2581.070068,2581.070068,18269710000
2017.10.30,2577.75,2588.419922,2566.169922,2587.840088,2587.840088,18915260000
2017.11.6,2587.469971,2597.02002,2566.330078,2582.300049,2582.300049,18566610000
2017.11.13,2576.530029,2590.090088,2557.449951,2578.850098,2578.850098,17216450000
2017.11.20,2579.48999,2604.209961,2578.23999,2602.419922,2602.419922,10448990000
2017.11.27,2602.659912,2657.73999,2598.870117,2642.219971,2642.219971,19454370000
2017.12.4,2657.189941,2665.189941,2624.75,2651.5,2651.5,17189740000
2017.12.11,2652.189941,2679.629883,2651.469971,2675.810059,2675.810059,19343950000
2017.12.18,2685.919922,2694.969971,2676.110107,2683.340088,2683.340088,16007500000
2017.12.25,2679.090088,2692.120117,2673.610107,2673.610107,2673.610107,8767680000
2018.1.1,2683.72998,2743.449951,2682.360107,2743.149902,2743.149902,13837790000
2018.1.8,2742.669922,2787.850098,2736.060059,2786.23999,2786.23999,17487770000
2018.1.15,2798.959961,2810.330078,2768.639893,2810.300049,2810.300049,15424920000
2018.1.22,2809.159912,2872.870117,2808.120117,2872.870117,2872.870117,18283880000
2018.1.29,2867.22998,2870.620117,2759.969971,2762.129883,2762.129883,20065340000
2018.2.5,2741.060059,2763.389893,2532.689941,2619.550049,2619.550049,26787200000
2018.2.12,2636.75,2754.419922,2622.449951,2732.219971,2732.219971,18854770000
2018.2.19,2722.98999,2747.76001,2697.77002,2747.300049,2747.300049,14297470000
2018.2.26,2757.370117,2789.149902,2647.320068,2691.25,2691.25,19786810000
2018.3.5,2681.060059,2786.570068,2675.75,2786.570068,2786.570068,17051190000
2018.3.12,2790.540039,2801.899902,2741.469971,2752.01001,2752.01001,18750700000
2018.3.19,2741.379883,2741.379883,2585.889893,2588.26001,2588.26001,17533550000
2018.3.26,2619.350098,2674.780029,2593.060059,2640.870117,2640.870117,14647940000
2018.4.2,2633.449951,2672.080078,2553.800049,2604.469971,2604.469971,16820340000
2018.4.9,2617.179932,2680.26001,2610.790039,2656.300049,2656.300049,15609880000
2018.4.16,2670.100098,2717.48999,2660.610107,2670.139893,2670.139893,16375430000
2018.4.23,2675.399902,2683.550049,2612.669922,2669.909912,2669.909912,17108410000
2018.4.30,2682.51001,2682.870117,2594.620117,2663.419922,2663.419922,18483840000
2018.5.7,2680.340088,2732.860107,2655.199951,2727.719971,2727.719971,17060780000
2018.5.14,2738.469971,2742.100098,2701.909912,2712.969971,2712.969971,16310100000
2018.5.21,2735.389893,2742.23999,2707.379883,2721.330078,2721.330078,15963780000
2018.5.28,2705.110107,2736.929932,2676.810059,2734.620117,2734.620117,15217440000
2018.6.4,2741.669922,2779.899902,2739.51001,2779.030029,2779.030029,17380480000
2018.6.11,2780.179932,2791.469971,2761.72998,2779.659912,2779.659912,19368250000
2018.6.18,2765.790039,2774.98999,2743.189941,2754.879883,2754.879883,19026830000
2018.6.25,2742.939941,2746.090088,2691.98999,2718.370117,2718.370117,17980020000
2018.7.2,2704.949951,2764.409912,2698.949951,2759.820068,2759.820068,10493320000
2018.7.9,2775.620117,2804.530029,2770.72998,2801.310059,2801.310059,14514320000
2018.7.16,2797.360107,2816.76001,2789.23999,2801.830078,2801.830078,15449650000
2018.7.23,2799.169922,2848.030029,2795.139893,2818.820068,2818.820068,16947010000
2018.7.30,2819,2840.379883,2796.340088,2840.350098,2840.350098,17132630000
2018.8.6,2840.290039,2863.429932,2825.810059,2833.280029,2833.280029,15312600000
2018.8.13,2835.459961,2855.629883,2802.48999,2850.129883,2850.129883,16024470000
2018.8.20,2853.929932,2876.159912,2850.620117,2874.689941,2874.689941,13894820000
2018.8.27,2884.689941,2916.5,2884.689941,2901.52002,2901.52002,14011570000
2018.9.3,2896.959961,2900.179932,2864.120117,2871.679932,2871.679932,12404170000
2018.9.10,2881.389893,2908.300049,2866.780029,2904.97998,2904.97998,15300720000
2018.9.17,2903.830078,2940.909912,2886.159912,2929.669922,2929.669922,18247730000
2018.9.24,2921.830078,2931.149902,2903.280029,2913.97998,2913.97998,16539460000
2018.10.1,2926.290039,2939.860107,2869.290039,2885.570068,2885.570068,17190620000
2018.10.8,2877.530029,2894.830078,2710.51001,2767.129883,2767.129883,20208740000
2018.10.15,2763.830078,2816.939941,2749.030029,2767.780029,2767.780029,17233120000
2018.10.22,2773.939941,2778.939941,2628.159912,2658.689941,2658.689941,21802950000
2018.10.29,2682.649902,2756.550049,2603.540039,2723.060059,2723.060059,23838850000
2018.11.5,2726.370117,2815.149902,2717.939941,2781.01001,2781.01001,18698510000
2018.11.12,2773.929932,2775.98999,2670.75,2736.27002,2736.27002,20319060000
2018.11.19,2730.73999,2733.159912,2631.090088,2632.560059,2632.560059,13016000000
2018.11.26,2649.969971,2760.879883,2649.969971,2760.169922,2760.169922,19100190000
2018.12.3,2790.5,2800.179932,2621.530029,2633.080078,2633.080078,18044060000
2018.12.10,2630.860107,2685.439941,2583.22998,2599.949951,2599.949951,19978530000
2018.12.17,2590.75,2601.129883,2408.550049,2416.620117,2416.620117,27409960000
2018.12.24,2400.560059,2520.27002,2346.580078,2485.73999,2485.73999,14647150000
2018.12.31,2498.939941,2538.070068,2443.959961,2531.939941,2531.939941,15212300000
2019.1.7,2535.610107,2597.820068,2524.560059,2596.26001,2596.26001,19379210000
2019.1.14,2580.310059,2675.469971,2570.409912,2670.709961,2670.709961,18859550000
2019.1.21,2657.879883,2672.379883,2612.860107,2664.76001,2664.76001,14490970000
2019.1.28,2644.969971,2716.659912,2624.060059,2706.530029,2706.530029,19661740000
2019.2.4,2706.48999,2738.97998,2681.830078,2707.879883,2707.879883,18114780000
2019.2.11,2712.399902,2775.659912,2703.790039,2775.600098,2775.600098,18338580000
2019.2.18,2769.280029,2794.199951,2764.550049,2792.669922,2792.669922,14356680000
2019.2.25,2804.350098,2813.48999,2775.129883,2803.689941,2803.689941,19586400000
2019.3.4,2814.370117,2816.879883,2722.27002,2743.070068,2743.070068,18620090000
2019.3.11,2747.610107,2830.72998,2747.610107,2822.47998,2822.47998,20361870000
2019.3.18,2822.610107,2860.310059,2800.469971,2800.709961,2800.709961,18727610000
2019.3.25,2796.01001,2836.030029,2785.02002,2834.399902,2834.399902,16914430000
2019.4.1,2848.629883,2893.23999,2848.629883,2892.73999,2892.73999,16459900000
2019.4.8,2888.459961,2910.540039,2873.330078,2907.409912,2907.409912,15751420000
2019.4.15,2908.320068,2918,2891.899902,2905.030029,2905.030029,13599690000
2019.4.22,2898.780029,2939.879883,2896.350098,2939.879883,2939.879883,16755720000
2019.4.29,2940.580078,2954.129883,2900.5,2945.639893,2945.639893,17800970000
2019.5.6,2908.889893,2937.320068,2825.389893,2881.399902,2881.399902,17602830000
2019.5.13,2840.189941,2892.149902,2801.429932,2859.530029,2859.530029,16938710000
2019.5.20,2841.939941,2868.879883,2805.48999,2826.060059,2826.060059,16479450000
2019.5.27,2830.030029,2840.51001,2750.52002,2752.060059,2752.060059,15076270000
2019.6.3,2751.530029,2884.969971,2728.810059,2873.340088,2873.340088,17919730000
2019.6.10,2885.830078,2910.610107,2874.679932,2886.97998,2886.97998,15783900000
2019.6.17,2889.75,2964.149902,2887.300049,2950.459961,2950.459961,18441710000
2019.6.24,2951.419922,2954.919922,2912.98999,2941.76001,2941.76001,18736050000
2019.7.1,2971.409912,2995.840088,2952.219971,2990.409912,2990.409912,11118040000
2019.7.8,2979.77002,3013.919922,2963.439941,3013.77002,3013.77002,15216580000
2019.7.15,3017.800049,3017.800049,2973.090088,2976.610107,2976.610107,15904160000
2019.7.22,2981.929932,3027.97998,2976.649902,3025.860107,3025.860107,16649220000
2019.7.29,3024.469971,3025.610107,2914.110107,2932.050049,2932.050049,20098430000
2019.8.5,2898.070068,2938.719971,2822.120117,2918.649902,2918.649902,20616730000
2019.8.12,2907.070068,2943.310059,2825.51001,2888.679932,2888.679932,18553910000
2019.8.19,2913.47998,2939.080078,2834.969971,2847.110107,2847.110107,16118550000
2019.8.26,2866.699951,2940.429932,2853.050049,2926.459961,2926.459961,15673290000
2019.9.2,2909.01001,2985.860107,2891.850098,2978.709961,2978.709961,13689030000
2019.9.9,2988.429932,3020.73999,2957.01001,3007.389893,3007.389893,19633130000
2019.9.16,2996.409912,3021.98999,2978.570068,2992.070068,2992.070068,20728050000
2019.9.23,2983.5,3007.97998,2945.530029,2961.790039,2961.790039,16694510000
2019.9.30,2967.070068,2992.530029,2855.939941,2952.01001,2952.01001,17212640000
2019.10.7,2944.22998,2993.280029,2892.659912,2970.27002,2970.27002,15821120000
2019.10.14,2965.810059,3008.290039,2962.939941,2986.199951,2986.199951,15500580000
2019.10.21,2996.47998,3027.389893,2991.209961,3022.550049,3022.550049,17251350000
2019.10.28,3032.120117,3066.949951,3023.189941,3066.909912,3066.909912,18956670000
2019.11.4,3078.959961,3097.77002,3065.889893,3093.080078,3093.080078,20734960000
2019.11.11,3080.330078,3120.459961,3075.820068,3120.459961,3120.459961,16622540000
2019.11.18,3117.909912,3127.639893,3091.409912,3110.290039,3110.290039,18008990000
2019.11.25,3117.439941,3154.26001,3117.439941,3140.97998,3140.97998,12883230000
2019.12.2,3143.850098,3150.600098,3070.330078,3145.909912,3145.909912,17452390000
2019.12.9,3141.860107,3182.679932,3126.090088,3168.800049,3168.800049,17669880000
2019.12.16,3183.629883,3225.649902,3183.629883,3221.219971,3221.219971,22078130000
2019.12.23,3226.050049,3247.929932,3220.51001,3240.02002,3240.02002,8946500000
2019.12.30,3240.090088,3258.139893,3212.030029,3234.850098,3234.850098,12826640000
2020.1.6,3217.550049,3282.98999,3214.639893,3265.350098,3265.350098,17666700000
2020.1.13,3271.129883,3329.879883,3268.429932,3329.620117,3329.620117,18071600000
2020.1.20,3321.030029,3337.77002,3281.530029,3295.469971,3295.469971,15197180000
2020.1.27,3247.159912,3293.469971,3214.679932,3225.52002,3225.52002,19249400000
2020.2.3,3235.659912,3347.959961,3235.659912,3327.709961,3327.709961,19469980000
2020.2.10,3318.280029,3385.090088,3317.77002,3380.159912,3380.159912,18033560000
2020.2.17,3369.040039,3393.52002,3328.449951,3337.75,3337.75,15253460000
2020.2.24,3257.610107,3259.810059,2855.840088,2954.219971,2954.219971,31535270000
2020.3.2,2974.280029,3136.719971,2901.540039,2972.370117,2972.370117,29895510000
2020.3.9,2863.889893,2882.590088,2478.860107,2711.02002,2711.02002,40521170000
2020.3.16,2508.590088,2562.97998,2280.52002,2304.919922,2304.919922,41887220000
2020.3.23,2290.709961,2637.01001,2191.860107,2541.469971,2541.469971,37182690000
2020.3.30,2558.97998,2641.389893,2447.48999,2488.649902,2488.649902,30804590000
2020.4.6,2578.280029,2818.570068,2574.570068,2789.820068,2789.820068,27169090000
2020.4.13,2782.459961,2879.219971,2721.169922,2874.560059,2874.560059,27017230000
2020.4.20,2845.620117,2868.97998,2727.100098,2836.73999,2836.73999,26476650000
2020.4.27,2854.649902,2954.860107,2821.610107,2830.709961,2830.709961,28763560000
2020.5.4,2815.01001,2932.159912,2797.850098,2929.800049,2929.800049,24736450000
2020.5.11,2915.459961,2945.820068,2766.639893,2863.699951,2863.699951,27177120000
2020.5.18,2913.860107,2980.290039,2913.860107,2955.449951,2955.449951,25246330000
2020.5.25,3004.080078,3068.669922,2969.75,3044.310059,3044.310059,24886040000
2020.6.1,3038.780029,3211.719971,3031.540039,3193.929932,3193.929932,30895920000
2020.6.8,3199.919922,3233.129883,2984.469971,3041.310059,3041.310059,34241980000
2020.6.15,2993.76001,3155.530029,2965.659912,3097.73999,3097.73999,28876100000
2020.6.22,3094.419922,3154.899902,3004.629883,3009.050049,3009.050049,27870950000
2020.6.29,3018.590088,3165.810059,2999.73999,3130.01001,3130.01001,17793010000
